county,month,total_bottles_sold,total_sale_dollars
ADAIR,2012-01-01,2263,24967.110000000004
ADAIR,2012-02-01,2559,28078.870000000006
ADAIR,2012-03-01,2285,25380.590000000004
ADAIR,2012-04-01,3097,36608.040000000008
ADAIR,2012-05-01,3086,35782.93
ADAIR,2012-06-01,3309,37612.310000000012
ADAIR,2012-07-01,2976,35414.509999999987
ADAIR,2012-08-01,2870,34609.28
ADAIR,2012-09-01,2643,31658.159999999989
ADAIR,2012-10-01,3322,41801.249999999985
ADAIR,2012-11-01,2721,34942.1
ADAIR,2012-12-01,3763,46836.330000000009
ADAIR,2013-01-01,2370,27586.17
ADAIR,2013-02-01,2148,24866.77
ADAIR,2013-03-01,2611,29958.76
ADAIR,2013-04-01,2919,34524.42
ADAIR,2013-05-01,2298,27907.689999999995
ADAIR,2013-06-01,2745,32497.009999999991
ADAIR,2013-07-01,2986,33869.84
ADAIR,2013-08-01,2707,31961.659999999996
ADAIR,2013-09-01,2809,31822.589999999993
ADAIR,2013-10-01,2417,28309.94
ADAIR,2013-11-01,2523,32602.790000000005
ADAIR,2013-12-01,3579,42676.62000000001
ADAIR,2014-01-01,2493,29286.2
ADAIR,2014-02-01,1994,23345.04
ADAIR,2014-03-01,3417,39473.959999999985
ADAIR,2014-04-01,2519,30169.350000000006
ADAIR,2014-05-01,2660,31820.939999999995
ADAIR,2014-06-01,3717,43486.55
ADAIR,2014-07-01,2601,31766.78
ADAIR,2014-08-01,3231,38133.919999999991
ADAIR,2014-09-01,2817,34424.829999999994
ADAIR,2014-10-01,2355,29601.249999999989
ADAIR,2014-11-01,2868,33290.52
ADAIR,2014-12-01,3794,48271.73
ADAIR,2015-01-01,2810,32221.040000000008
ADAIR,2015-02-01,2773,32409.620000000003
ADAIR,2015-03-01,3278,38925.65
ADAIR,2015-04-01,2281,27978.72
ADAIR,2015-05-01,2479,30561.949999999997
ADAIR,2015-06-01,3587,43091.229999999996
ADAIR,2015-07-01,2762,35683.140000000007
ADAIR,2015-08-01,2780,33304.1
ADAIR,2015-09-01,2616,31098.339999999993
ADAIR,2015-10-01,3025,34305.510000000009
ADAIR,2015-11-01,3354,42251.999999999993
ADAIR,2015-12-01,3304,42919.52
ADAIR,2016-01-01,2348,28266.549999999996
ADAIR,2016-02-01,3347,40811.12000000001
ADAIR,2016-03-01,2759,36351.64
ADAIR,2016-04-01,2493,30089.300000000003
ADAIR,2016-05-01,3726,46277.579999999994
ADAIR,2016-06-01,2921,37858.719999999994
ADAIR,2016-07-01,2526,29286.15
ADAIR,2016-08-01,2732,35001.37
ADAIR,2016-09-01,2662,33041.34
ADAIR,2016-10-01,3312,41448.619999999995
ADAIR,2016-11-01,3578,41976.11
ADAIR,2016-12-01,3667,44108.25
ADAIR,2017-01-01,2518,31244.900000000005
ADAIR,2017-02-01,2809,33261.110000000015
ADAIR,2017-03-01,2840,34963.499999999993
ADAIR,2017-04-01,2737,31647.23
ADAIR,2017-05-01,3346,41225.80000000001
ADAIR,2017-06-01,3390,41180.290000000015
ADAIR,2017-07-01,2834,35042.009999999987
ADAIR,2017-08-01,3416,42307.280000000013
ADAIR,2017-09-01,2828,34665.73000000001
ADAIR,2017-10-01,3009,38952.96
ADAIR,2017-11-01,3305,39524.48000000001
ADAIR,2017-12-01,4373,57543.55
ADAIR,2018-01-01,2993,36866.899999999994
ADAIR,2018-02-01,2315,28518.489999999998
ADAIR,2018-03-01,3223,42776.17
ADAIR,2018-04-01,2663,33928.64
ADAIR,2018-05-01,3114,37175.189999999995
ADAIR,2018-06-01,4056,51183.169999999991
ADAIR,2018-07-01,2760,37000.990000000013
ADAIR,2018-08-01,3781,47004.42
ADAIR,2018-09-01,2269,27913.859999999997
ADAIR,2018-10-01,3857,46417.56
ADAIR,2018-11-01,3419,44941.250000000007
ADAIR,2018-12-01,3825,48006.590000000011
ADAIR,2019-01-01,2783,35350.439999999988
ADAIR,2019-02-01,2967,34984.05
ADAIR,2019-03-01,3402,44785.07
ADAIR,2019-04-01,3238,40080.27
ADAIR,2019-05-01,4126,47740.669999999991
ADAIR,2019-06-01,3898,51275.990000000005
ADAIR,2019-07-01,1335,15634.989999999998
ADAIR,2019-08-01,2582,32858.23
ADAIR,2019-09-01,1907,22433.149999999998
ADAIR,2019-10-01,2417,29285.46
ADAIR,2019-11-01,2930,36522.36
ADAIR,2019-12-01,2783,32627.180000000011
ADAIR,2020-01-01,2480,31701.670000000002
ADAIR,2020-02-01,2148,26471.760000000009
ADAIR,2020-03-01,2263,30577.099999999995
ADAIR,2020-04-01,3210,40231.179999999986
ADAIR,2020-05-01,3556,46035.33
ADAIR,2020-06-01,2552,31265.609999999993
ADAIR,2020-07-01,3218,38112.15
ADAIR,2020-08-01,3092,39578.27999999997
ADAIR,2020-09-01,3293,38158.75
ADAIR,2020-10-01,3854,46147.94
ADAIR,2020-11-01,3114,33328.36
ADAIR,2020-12-01,3857,44617.249999999993
ADAIR,2021-01-01,3938,46987.729999999989
ADAIR,2021-02-01,3335,40947.430000000015
ADAIR,2021-03-01,3040,34988.95
ADAIR,2021-04-01,3094,37103.969999999994
ADAIR,2021-05-01,3111,35934.3
ADAIR,2021-06-01,3367,37858.250000000007
ADAIR,2021-07-01,3411,42492.520000000004
ADAIR,2021-08-01,3089,34077.27
ADAIR,2021-09-01,3123,37798.569999999992
ADAIR,2021-10-01,3802,46511.819999999985
ADAIR,2021-11-01,3113,35609.100000000006
ADAIR,2021-12-01,4343,53273.219999999987
ADAIR,2022-01-01,2559,29406.849999999991
ADAIR,2022-02-01,2798,31877.770000000004
ADAIR,2022-03-01,2670,30465.850000000006
ADAIR,2022-04-01,4192,53065.179999999986
ADAIR,2022-05-01,3575,39657.34
ADAIR,2022-06-01,3456,41127.07
ADAIR,2022-07-01,4670,58067.35
ADAIR,2022-08-01,3273,40007.229999999996
ADAIR,2022-09-01,4700,57268.610000000015
ADAIR,2022-10-01,3562,45413.69000000001
ADAIR,2022-11-01,3489,47332.929999999993
ADAMS,2012-01-01,686,8803.29
ADAMS,2012-02-01,691,8628.5699999999961
ADAMS,2012-03-01,650,7670.3400000000011
ADAMS,2012-04-01,472,5454.2799999999988
ADAMS,2012-05-01,775,9610.8500000000022
ADAMS,2012-06-01,527,6032.2900000000018
ADAMS,2012-07-01,824,10305.86
ADAMS,2012-08-01,542,6836.6099999999979
ADAMS,2012-09-01,542,6677.04
ADAMS,2012-10-01,672,8093.5999999999995
ADAMS,2012-11-01,575,6992.02
ADAMS,2012-12-01,942,11570.14
ADAMS,2013-01-01,439,5914.8300000000008
ADAMS,2013-02-01,552,6768.1399999999976
ADAMS,2013-03-01,581,7781.2699999999986
ADAMS,2013-04-01,730,9157.46
ADAMS,2013-05-01,561,6389.0599999999995
ADAMS,2013-06-01,470,5957.21
ADAMS,2013-07-01,861,11791.150000000001
ADAMS,2013-08-01,547,6848.48
ADAMS,2013-09-01,552,6429.8000000000038
ADAMS,2013-10-01,560,7109.4100000000008
ADAMS,2013-11-01,479,7170.6599999999989
ADAMS,2013-12-01,760,9968.7699999999986
ADAMS,2014-01-01,522,6631.54
ADAMS,2014-02-01,453,4810.3700000000008
ADAMS,2014-03-01,558,6848.82
ADAMS,2014-04-01,592,7059.5099999999984
ADAMS,2014-05-01,520,6279.41
ADAMS,2014-06-01,735,8227.1899999999987
ADAMS,2014-07-01,532,5925.9900000000007
ADAMS,2014-08-01,552,6784.6799999999994
ADAMS,2014-09-01,813,9853.2700000000023
ADAMS,2014-10-01,642,7153.5700000000015
ADAMS,2014-11-01,619,7749.5400000000009
ADAMS,2014-12-01,1018,13200.330000000004
ADAMS,2015-01-01,490,4962.4799999999987
ADAMS,2015-02-01,531,6759.1799999999985
ADAMS,2015-03-01,783,8613.369999999999
ADAMS,2015-04-01,584,6362.7899999999991
ADAMS,2015-05-01,717,9341.5899999999983
ADAMS,2015-06-01,745,8379.7799999999988
ADAMS,2015-07-01,730,7738.7799999999988
ADAMS,2015-08-01,637,7324.59
ADAMS,2015-09-01,845,9894.4599999999973
ADAMS,2015-10-01,597,7234.6599999999989
ADAMS,2015-11-01,612,8007.0400000000009
ADAMS,2015-12-01,1175,15978.080000000005
ADAMS,2016-01-01,475,6362.5599999999995
ADAMS,2016-02-01,556,6518.8599999999979
ADAMS,2016-03-01,696,8953.0699999999979
ADAMS,2016-04-01,543,6885.7599999999993
ADAMS,2016-05-01,611,7444.8999999999969
ADAMS,2016-06-01,477,5713.3399999999983
ADAMS,2016-07-01,652,7411.6100000000015
ADAMS,2016-08-01,531,6540.9
ADAMS,2016-09-01,596,7255.5000000000027
ADAMS,2016-10-01,581,7696.3399999999992
ADAMS,2016-11-01,601,7643.2299999999987
ADAMS,2016-12-01,667,9163.42
ADAMS,2017-01-01,455,5977.9
ADAMS,2017-02-01,529,7863.409999999998
ADAMS,2017-03-01,616,8031.2499999999991
ADAMS,2017-04-01,359,5723.9399999999987
ADAMS,2017-05-01,396,4926.8599999999988
ADAMS,2017-06-01,552,7740.35
ADAMS,2017-07-01,368,4884.43
ADAMS,2017-08-01,205,3506.8200000000006
ADAMS,2017-09-01,520,7320.34
ADAMS,2017-10-01,706,9923.8100000000013
ADAMS,2017-11-01,893,11658.969999999998
ADAMS,2017-12-01,607,9574.2900000000027
ADAMS,2018-01-01,243,3420.5700000000006
ADAMS,2018-02-01,193,3317.3299999999995
ADAMS,2018-03-01,361,6241.1200000000008
ADAMS,2018-04-01,278,4279.88
ADAMS,2018-05-01,450,6686.3700000000008
ADAMS,2018-06-01,436,6242.2300000000005
ADAMS,2018-07-01,282,4390.19
ADAMS,2018-08-01,402,6220.2800000000007
ADAMS,2018-09-01,388,5793.8900000000012
ADAMS,2018-10-01,174,3379.96
ADAMS,2018-11-01,557,6213.4800000000005
ADAMS,2018-12-01,117,1050.27
ADAMS,2019-02-01,431,5047.4800000000005
ADAMS,2019-05-01,345,3264.9100000000003
ADAMS,2019-07-01,197,2863.1800000000003
ADAMS,2019-08-01,1600,21317.969999999998
ADAMS,2019-09-01,735,11139.58
ADAMS,2019-10-01,1288,17822.770000000004
ADAMS,2019-11-01,1355,21895.800000000003
ADAMS,2019-12-01,1209,17476.429999999997
ADAMS,2020-01-01,1281,18743.269999999993
ADAMS,2020-02-01,1043,15212.81
ADAMS,2020-03-01,1242,16134.51
ADAMS,2020-04-01,1416,17973.500000000004
ADAMS,2020-05-01,1490,19901.210000000003
ADAMS,2020-06-01,1462,19943.380000000008
ADAMS,2020-07-01,1566,23573.05
ADAMS,2020-08-01,1273,17559.1
ADAMS,2020-09-01,1347,20363.250000000007
ADAMS,2020-10-01,1229,17772.289999999994
ADAMS,2020-11-01,1019,15343.329999999998
ADAMS,2020-12-01,1334,19173.54
ADAMS,2021-01-01,1480,20792.829999999998
ADAMS,2021-02-01,1144,15703.030000000004
ADAMS,2021-03-01,1236,15761.99
ADAMS,2021-04-01,1614,21680.410000000003
ADAMS,2021-05-01,1504,19607.49
ADAMS,2021-06-01,1191,16125.54
ADAMS,2021-07-01,1289,16723.25
ADAMS,2021-08-01,1324,17543.13
ADAMS,2021-09-01,1108,15745.01
ADAMS,2021-10-01,1433,19029.749999999996
ADAMS,2021-11-01,1340,16125.409999999998
ADAMS,2021-12-01,1480,20708.019999999993
ADAMS,2022-01-01,1352,14366.389999999998
ADAMS,2022-02-01,846,11400.950000000003
ADAMS,2022-03-01,1520,17067.8
ADAMS,2022-04-01,1300,17981.100000000002
ADAMS,2022-05-01,1568,19724.459999999995
ADAMS,2022-06-01,1492,17456.320000000003
ADAMS,2022-07-01,1637,24609.1
ADAMS,2022-08-01,1639,21513.38
ADAMS,2022-09-01,1882,26628.340000000004
ADAMS,2022-10-01,1458,17234.659999999996
ADAMS,2022-11-01,1232,17652.83
ALLAMAKEE,2012-01-01,3933,47799.050000000025
ALLAMAKEE,2012-02-01,4671,61766.6
ALLAMAKEE,2012-03-01,4362,58902.15
ALLAMAKEE,2012-04-01,4979,65514.9
ALLAMAKEE,2012-05-01,4727,61701.889999999992
ALLAMAKEE,2012-06-01,4608,57490.02
ALLAMAKEE,2012-07-01,6136,80769.110000000015
ALLAMAKEE,2012-08-01,5875,81145.410000000018
ALLAMAKEE,2012-09-01,3280,41177.680000000008
ALLAMAKEE,2012-10-01,6891,96040.73000000001
ALLAMAKEE,2012-11-01,4118,54588.919999999991
ALLAMAKEE,2012-12-01,5724,78750.98000000001
ALLAMAKEE,2013-01-01,3687,45543.5
ALLAMAKEE,2013-02-01,3987,53360.010000000009
ALLAMAKEE,2013-03-01,3942,53039.60000000002
ALLAMAKEE,2013-04-01,5237,70870.180000000008
ALLAMAKEE,2013-05-01,5280,70213.15
ALLAMAKEE,2013-06-01,4640,60030.80999999999
ALLAMAKEE,2013-07-01,6552,93113.769999999975
ALLAMAKEE,2013-08-01,4205,58032.869999999981
ALLAMAKEE,2013-09-01,3936,52550.169999999991
ALLAMAKEE,2013-10-01,8297,116383.36
ALLAMAKEE,2013-11-01,4091,53164.69000000001
ALLAMAKEE,2013-12-01,6131,85210.26
ALLAMAKEE,2014-01-01,3482,47324.469999999994
ALLAMAKEE,2014-02-01,4305,57232.049999999988
ALLAMAKEE,2014-03-01,3878,53374.310000000027
ALLAMAKEE,2014-04-01,4652,60027.22
ALLAMAKEE,2014-05-01,4097,55444.07
ALLAMAKEE,2014-06-01,6371,85225.889999999985
ALLAMAKEE,2014-07-01,5893,79084.500000000029
ALLAMAKEE,2014-08-01,5031,70144.579999999987
ALLAMAKEE,2014-09-01,4054,55873.41
ALLAMAKEE,2014-10-01,6190,83045.130000000019
ALLAMAKEE,2014-11-01,4934,64203.69999999999
ALLAMAKEE,2014-12-01,6144,84798.739999999962
ALLAMAKEE,2015-01-01,3645,46675.93
ALLAMAKEE,2015-02-01,4002,53786.159999999996
ALLAMAKEE,2015-03-01,4142,55526.869999999995
ALLAMAKEE,2015-04-01,5317,70811.74000000002
ALLAMAKEE,2015-05-01,5959,82404.200000000026
ALLAMAKEE,2015-06-01,6089,84351.420000000027
ALLAMAKEE,2015-07-01,4966,65203.880000000019
ALLAMAKEE,2015-08-01,5400,72832.679999999978
ALLAMAKEE,2015-09-01,5661,74883.91
ALLAMAKEE,2015-10-01,4653,63573.049999999974
ALLAMAKEE,2015-11-01,4622,63012.620000000024
ALLAMAKEE,2015-12-01,6467,90516.819999999992
ALLAMAKEE,2016-01-01,3681,48475.580000000009
ALLAMAKEE,2016-02-01,4493,57804.080000000009
ALLAMAKEE,2016-03-01,5513,73837.640000000014
ALLAMAKEE,2016-04-01,3988,53190.35
ALLAMAKEE,2016-05-01,5550,76050.69
ALLAMAKEE,2016-06-01,6203,83219.74000000002
ALLAMAKEE,2016-07-01,6036,82251.59
ALLAMAKEE,2016-08-01,5415,73118.569999999992
ALLAMAKEE,2016-09-01,5970,81477.3
ALLAMAKEE,2016-10-01,4740,65287.060000000005
ALLAMAKEE,2016-11-01,5851,79304.909999999989
ALLAMAKEE,2016-12-01,7260,100765.83000000005
ALLAMAKEE,2017-01-01,4193,53881.060000000005
ALLAMAKEE,2017-02-01,3810,51107.35
ALLAMAKEE,2017-03-01,5579,77776.719999999972
ALLAMAKEE,2017-04-01,5060,70675.290000000008
ALLAMAKEE,2017-05-01,6124,84943.7
ALLAMAKEE,2017-06-01,6858,91495.86
ALLAMAKEE,2017-07-01,7432,104568.42000000001
ALLAMAKEE,2017-08-01,4830,64702.529999999992
ALLAMAKEE,2017-09-01,5944,83755.47
ALLAMAKEE,2017-10-01,4733,65408.170000000006
ALLAMAKEE,2017-11-01,4094,55812.810000000005
ALLAMAKEE,2017-12-01,6955,100156.47
ALLAMAKEE,2018-01-01,3633,46561.919999999984
ALLAMAKEE,2018-02-01,4542,61182.789999999986
ALLAMAKEE,2018-03-01,5155,73087.91
ALLAMAKEE,2018-04-01,4426,60583.460000000014
ALLAMAKEE,2018-05-01,5942,88927.92
ALLAMAKEE,2018-06-01,6669,89381.140000000014
ALLAMAKEE,2018-07-01,4468,61952.610000000008
ALLAMAKEE,2018-08-01,6936,96506.66
ALLAMAKEE,2018-09-01,4147,55074.53
ALLAMAKEE,2018-10-01,5479,77484.73
ALLAMAKEE,2018-11-01,6025,84564.439999999988
ALLAMAKEE,2018-12-01,6128,86841.340000000011
ALLAMAKEE,2019-01-01,4323,58010.590000000011
ALLAMAKEE,2019-02-01,4390,58994.379999999983
ALLAMAKEE,2019-03-01,5457,75449.230000000025
ALLAMAKEE,2019-04-01,4354,63339.87
ALLAMAKEE,2019-05-01,6697,99566.050000000032
ALLAMAKEE,2019-06-01,5726,79751.710000000021
ALLAMAKEE,2019-07-01,5471,76183.72
ALLAMAKEE,2019-08-01,7283,101817.90000000002
ALLAMAKEE,2019-09-01,5207,72667.219999999987
ALLAMAKEE,2019-10-01,4685,66918.03
ALLAMAKEE,2019-11-01,6462,93370.83
ALLAMAKEE,2019-12-01,5225,78847.690000000017
ALLAMAKEE,2020-01-01,5056,68791.499999999985
ALLAMAKEE,2020-02-01,3967,56108.37
ALLAMAKEE,2020-03-01,4299,59052.589999999989
ALLAMAKEE,2020-04-01,4300,56065.510000000024
ALLAMAKEE,2020-05-01,7269,100979.94999999998
ALLAMAKEE,2020-06-01,5880,86662.049999999988
ALLAMAKEE,2020-07-01,12306,175330.58000000005
ALLAMAKEE,2020-08-01,7595,105783.64
ALLAMAKEE,2020-09-01,6045,85964.58
ALLAMAKEE,2020-10-01,8185,125916.67999999996
ALLAMAKEE,2020-11-01,5289,79722.020000000019
ALLAMAKEE,2020-12-01,6165,85313.489999999991
ALLAMAKEE,2021-01-01,4866,65220.10000000002
ALLAMAKEE,2021-02-01,4859,73936.01
ALLAMAKEE,2021-03-01,5270,76869.790000000023
ALLAMAKEE,2021-04-01,5809,76800.89
ALLAMAKEE,2021-05-01,6200,100328.70999999998
ALLAMAKEE,2021-06-01,6490,87403.069999999992
ALLAMAKEE,2021-07-01,7392,102923.56999999998
ALLAMAKEE,2021-08-01,5701,87500.450000000012
ALLAMAKEE,2021-09-01,6745,96091.200000000012
ALLAMAKEE,2021-10-01,7181,112019.66
ALLAMAKEE,2021-11-01,6753,111811.34999999999
ALLAMAKEE,2021-12-01,6833,100390.44000000002
ALLAMAKEE,2022-01-01,4720,66072.09
ALLAMAKEE,2022-02-01,4034,61357.73000000001
ALLAMAKEE,2022-03-01,3793,55664.68
ALLAMAKEE,2022-04-01,5962,89400.680000000008
ALLAMAKEE,2022-05-01,6122,90562.820000000022
ALLAMAKEE,2022-06-01,6227,91018.24
ALLAMAKEE,2022-07-01,7925,117515.31000000001
ALLAMAKEE,2022-08-01,6644,108160.15
ALLAMAKEE,2022-09-01,6949,104883.54000000001
ALLAMAKEE,2022-10-01,5893,86531.820000000022
ALLAMAKEE,2022-11-01,5617,92269.970000000016
APPANOOSE,2012-01-01,3571,38976.619999999995
APPANOOSE,2012-02-01,4210,46892.890000000007
APPANOOSE,2012-03-01,3127,35708.46
APPANOOSE,2012-04-01,3656,39596.799999999996
APPANOOSE,2012-05-01,5565,64009.489999999983
APPANOOSE,2012-06-01,4239,49499.04
APPANOOSE,2012-07-01,3762,44955.920000000006
APPANOOSE,2012-08-01,7677,96057.62999999999
APPANOOSE,2012-09-01,5344,76690.040000000008
APPANOOSE,2012-10-01,6208,78125.66
APPANOOSE,2012-11-01,4326,51864.110000000008
APPANOOSE,2012-12-01,5414,64897.520000000011
APPANOOSE,2013-01-01,4741,55133.280000000028
APPANOOSE,2013-02-01,3804,44129.75
APPANOOSE,2013-03-01,5676,70767.04
APPANOOSE,2013-04-01,4181,50797.490000000013
APPANOOSE,2013-05-01,5726,73408.999999999985
APPANOOSE,2013-06-01,4989,63518.830000000009
APPANOOSE,2013-07-01,5626,69673.390000000014
APPANOOSE,2013-08-01,5752,83379.04
APPANOOSE,2013-09-01,4572,61447.859999999986
APPANOOSE,2013-10-01,6426,75967.37999999999
APPANOOSE,2013-11-01,4636,60754.900000000009
APPANOOSE,2013-12-01,5317,71737.31
APPANOOSE,2014-01-01,5928,71855.439999999973
APPANOOSE,2014-02-01,3316,42315.12000000001
APPANOOSE,2014-03-01,3524,40912.96
APPANOOSE,2014-04-01,5828,75819.62000000001
APPANOOSE,2014-05-01,4253,53702.9
APPANOOSE,2014-06-01,4047,50384.57
APPANOOSE,2014-07-01,6152,79138.099999999991
APPANOOSE,2014-08-01,4968,61527.46
APPANOOSE,2014-09-01,4765,64304.82
APPANOOSE,2014-10-01,6084,75530.340000000011
APPANOOSE,2014-11-01,4312,54154.82
APPANOOSE,2014-12-01,6922,100001.41999999995
APPANOOSE,2015-01-01,4932,53353.26
APPANOOSE,2015-02-01,4210,51942.640000000014
APPANOOSE,2015-03-01,3931,46459.580000000009
APPANOOSE,2015-04-01,5587,70250.959999999992
APPANOOSE,2015-05-01,5539,70046.650000000009
APPANOOSE,2015-06-01,6454,85658.409999999974
APPANOOSE,2015-07-01,5584,71020.07
APPANOOSE,2015-08-01,4690,57114.89
APPANOOSE,2015-09-01,8924,97134.819999999978
APPANOOSE,2015-10-01,5404,90125.020000000033
APPANOOSE,2015-11-01,4251,51130.499999999985
APPANOOSE,2015-12-01,7527,91145.12999999999
APPANOOSE,2016-01-01,4250,50446.380000000012
APPANOOSE,2016-02-01,4862,54435.540000000008
APPANOOSE,2016-03-01,5473,72002.38
APPANOOSE,2016-04-01,4409,49790.539999999994
APPANOOSE,2016-05-01,6515,91823.559999999983
APPANOOSE,2016-06-01,6599,79887.340000000026
APPANOOSE,2016-07-01,5630,69637.539999999979
APPANOOSE,2016-08-01,6123,84043.579999999973
APPANOOSE,2016-09-01,5057,68499.969999999972
APPANOOSE,2016-10-01,6272,80886.390000000029
APPANOOSE,2016-11-01,8328,98842.469999999987
APPANOOSE,2016-12-01,6278,73932.06
APPANOOSE,2017-01-01,4070,49488.23000000001
APPANOOSE,2017-02-01,4189,53226.709999999992
APPANOOSE,2017-03-01,6139,79413.92
APPANOOSE,2017-04-01,5488,61257.160000000018
APPANOOSE,2017-05-01,9059,125387.83
APPANOOSE,2017-06-01,6595,85953.58
APPANOOSE,2017-07-01,4718,64421.209999999992
APPANOOSE,2017-08-01,7116,89245.13
APPANOOSE,2017-09-01,5787,81519.670000000013
APPANOOSE,2017-10-01,5391,65181.719999999994
APPANOOSE,2017-11-01,6347,76648.560000000012
APPANOOSE,2017-12-01,9384,113395.50000000003
APPANOOSE,2018-01-01,5639,62029.129999999976
APPANOOSE,2018-02-01,4698,54072.01
APPANOOSE,2018-03-01,4768,61816.149999999987
APPANOOSE,2018-04-01,5375,65587.43
APPANOOSE,2018-05-01,7703,109174.36000000002
APPANOOSE,2018-06-01,6027,73475.029999999955
APPANOOSE,2018-07-01,5068,63323.36
APPANOOSE,2018-08-01,5684,69707.220000000016
APPANOOSE,2018-09-01,4794,70511.97
APPANOOSE,2018-10-01,6340,86083.449999999983
APPANOOSE,2018-11-01,5801,87927.799999999988
APPANOOSE,2018-12-01,6473,92531.800000000017
APPANOOSE,2019-01-01,4710,59092.96
APPANOOSE,2019-02-01,7052,102103.99999999999
APPANOOSE,2019-03-01,7600,123511.56
APPANOOSE,2019-04-01,5233,60169.770000000004
APPANOOSE,2019-05-01,9034,117933.16000000002
APPANOOSE,2019-06-01,6536,85726.159999999974
APPANOOSE,2019-07-01,6428,85165.29
APPANOOSE,2019-08-01,7178,93787.579999999987
APPANOOSE,2019-09-01,6357,82564.580000000016
APPANOOSE,2019-10-01,5356,82379.050000000032
APPANOOSE,2019-11-01,7097,95992.089999999953
APPANOOSE,2019-12-01,6606,93111.23000000001
APPANOOSE,2020-01-01,5258,62346.299999999981
APPANOOSE,2020-02-01,5405,61358.03
APPANOOSE,2020-03-01,5125,63798.250000000007
APPANOOSE,2020-04-01,6583,88823.52
APPANOOSE,2020-05-01,9047,111176.01000000001
APPANOOSE,2020-06-01,6678,91121.230000000025
APPANOOSE,2020-07-01,7186,101052.35000000002
APPANOOSE,2020-08-01,7563,102434.53
APPANOOSE,2020-09-01,5404,73339.02999999997
APPANOOSE,2020-10-01,8084,111291.68000000005
APPANOOSE,2020-11-01,5921,85401.689999999988
APPANOOSE,2020-12-01,7299,106225.76999999999
APPANOOSE,2021-01-01,5776,71737.570000000022
APPANOOSE,2021-02-01,4851,62416.94000000001
APPANOOSE,2021-03-01,5653,82568.64
APPANOOSE,2021-04-01,7407,96790.040000000023
APPANOOSE,2021-05-01,6772,96845.570000000022
APPANOOSE,2021-06-01,6458,98381.420000000013
APPANOOSE,2021-07-01,8068,110933.66000000002
APPANOOSE,2021-08-01,6207,82036.719999999987
APPANOOSE,2021-09-01,5962,85535.589999999982
APPANOOSE,2021-10-01,6475,91718.51
APPANOOSE,2021-11-01,6790,108924.36000000002
APPANOOSE,2021-12-01,8294,119227.77
APPANOOSE,2022-01-01,4258,58784.810000000005
APPANOOSE,2022-02-01,4591,64244.660000000018
APPANOOSE,2022-03-01,3854,49834.80999999999
APPANOOSE,2022-04-01,6785,99272.08
APPANOOSE,2022-05-01,6234,94935.830000000016
APPANOOSE,2022-06-01,7103,100969.76
APPANOOSE,2022-07-01,7660,110741.15999999999
APPANOOSE,2022-08-01,5548,71041.489999999962
APPANOOSE,2022-09-01,8142,121400.47000000002
APPANOOSE,2022-10-01,5187,71646.349999999991
APPANOOSE,2022-11-01,6492,98120.62
AUDUBON,2012-01-01,1188,13472.98
AUDUBON,2012-02-01,1178,13594.319999999998
AUDUBON,2012-03-01,772,8660.2100000000009
AUDUBON,2012-04-01,1177,12610.240000000002
AUDUBON,2012-05-01,1578,18622.489999999998
AUDUBON,2012-06-01,909,9878.7699999999986
AUDUBON,2012-07-01,995,12404.36
AUDUBON,2012-08-01,992,12161.289999999997
AUDUBON,2012-09-01,967,10296.07
AUDUBON,2012-10-01,1358,16932.1
AUDUBON,2012-11-01,1070,12640.579999999998
AUDUBON,2012-12-01,1762,22303.620000000003
AUDUBON,2013-01-01,922,10549.9
AUDUBON,2013-02-01,1007,13030.499999999996
AUDUBON,2013-03-01,814,9495.7300000000014
AUDUBON,2013-04-01,1270,14850.940000000008
AUDUBON,2013-05-01,1262,15042.93
AUDUBON,2013-06-01,1284,13675.760000000004
AUDUBON,2013-07-01,1234,13986.670000000002
AUDUBON,2013-08-01,1177,12970.270000000002
AUDUBON,2013-09-01,1069,12332.639999999996
AUDUBON,2013-10-01,1362,17145.240000000005
AUDUBON,2013-11-01,944,10138.469999999998
AUDUBON,2013-12-01,1454,18804.230000000003
AUDUBON,2014-01-01,1023,11627.080000000002
AUDUBON,2014-02-01,1172,13288.539999999997
AUDUBON,2014-03-01,932,11786.369999999999
AUDUBON,2014-04-01,1023,12466.25
AUDUBON,2014-05-01,756,9468.2799999999988
AUDUBON,2014-06-01,1874,21645.97
AUDUBON,2014-07-01,1237,14754.839999999998
AUDUBON,2014-08-01,1315,15103.340000000004
AUDUBON,2014-09-01,880,10740.489999999998
AUDUBON,2014-10-01,1259,14869.08
AUDUBON,2014-11-01,895,10723.78
AUDUBON,2014-12-01,1846,21639.579999999998
AUDUBON,2015-01-01,917,11089.17
AUDUBON,2015-02-01,1204,14201.39
AUDUBON,2015-03-01,1180,13983.9
AUDUBON,2015-04-01,987,11757.140000000001
AUDUBON,2015-05-01,985,12187.669999999998
AUDUBON,2015-06-01,1709,18356.839999999997
AUDUBON,2015-07-01,1176,13014.65
AUDUBON,2015-08-01,1355,16074.129999999996
AUDUBON,2015-09-01,1087,12391.839999999998
AUDUBON,2015-10-01,899,8769.55
AUDUBON,2015-11-01,1681,19919.850000000002
AUDUBON,2015-12-01,2022,22103.100000000002
AUDUBON,2016-01-01,928,9908.6899999999987
AUDUBON,2016-02-01,1425,15653.6
AUDUBON,2016-03-01,997,11551.279999999999
AUDUBON,2016-04-01,840,9542.880000000001
